BMI (组),BMI,HR (组),HR,记录数,avg (组),avg,handedness,height,name,weight
Weighter(24-27),26.959459459,Lower(0-10),0,1,No recorder(0),0,R,74,Terry Wilshusen,210
Weighter(24-27),24.404879984,High(40-180),45,1,Median(0.2-0.28),.268,B,71,Tito Fuentes,175
Weighter(24-27),26.153040766,Lower(0-10),3,1,Median(0.2-0.28),.239,R,67,Ron Brand,167
Normal(19-24),20.918468558,High(40-180),118,1,Median(0.2-0.28),.257,R,71,Leo Cardenas,150
Normal(19-24),22.162507037,High(40-180),68,1,Median(0.2-0.28),.253,L,73,Art Shamsky,168
Weighter(24-27),24.165625,Lower(0-10),0,1,No recorder(0),0,R,80,Steve Ellsworth,220
Weighter(24-27),26.541836735,Excellent(>180),316,1,Median(0.2-0.28),.261,R,70,Ron Cey,185
Weighter(24-27),26.496726840,Lower(0-10),3,1,Median(0.2-0.28),.215,R,71,Skip Jutze,190
Weighter(24-27),25.064740101,High(40-180),65,1,Median(0.2-0.28),.255,B,73,Butch Wynegar,190
Weighter(24-27),27.121913580,High(40-180),59,1,High(>0.28),.288,R,72,Ron LeFlore,200
Normal(19-24),23.731674383,High(40-180),46,1,Median(0.2-0.28),.263,R,72,Bill Russell,175
Weighter(24-27),25.765817901,Excellent(>180),201,1,Median(0.2-0.28),.241,R,72,Gene Tenace,190
Weighter(24-27),25.107142857,Median(10-40),14,1,Median(0.2-0.28),.267,R,70,Bubba Morton,175
Weighter(24-27),25.799444555,Median(10-40),16,1,Median(0.2-0.28),.245,R,71,Ellie Rodriguez,185
Weighter(24-27),24.135135135,Median(10-40),14,1,Median(0.2-0.28),.217,B,74,Darrel Chaney,188
Weighter(24-27),25.675675676,Median(10-40),21,1,Median(0.2-0.28),.224,L,74,Dick Nen,200
Weighter(24-27),25.033783784,Lower(0-10),0,1,No recorder(0),0,R,74,Bryan Kelly,195
Weighter(24-27),25.370488889,Excellent(>180),200,1,Median(0.2-0.28),.262,R,75,Bill Freehan,203
Weighter(24-27),26.541836735,Median(10-40),11,1,Median(0.2-0.28),.248,R,70,Steve Nicosia,185
Weighter(24-27),24.405141678,Median(10-40),34,1,Median(0.2-0.28),.233,R,73,Ted Savage,185
Weighter(24-27),24.391891892,Median(10-40),30,1,Median(0.2-0.28),.226,R,74,Pete Mackanin,190
Weighter(24-27),24.409722222,High(40-180),43,1,Median(0.2-0.28),.257,R,72,Rich Dauer,180
Weighter(24-27),25.987817685,Lower(0-10),0,1,Median(0.2-0.28),.213,R,69,Mick Kelleher,176
Normal(19-24),23.053626543,Median(10-40),32,1,Median(0.2-0.28),.259,L,72,Rowland Office,170
Normal(19-24),23.745543254,Median(10-40),18,1,Median(0.2-0.28),.268,L,73,Rick Leach,180
Weighter(24-27),24.405141678,High(40-180),166,1,Median(0.2-0.28),.246,L,73,Dwayne Murphy,185
Normal(19-24),23.75,Median(10-40),12,1,Median(0.2-0.28),.248,L,74,Larry Harlow,185
Fat(>27),28.744888889,High(40-180),130,1,Median(0.2-0.28),.244,L,75,Mike Epstein,230
Normal(19-24),23.75,High(40-180),70,1,High(>0.28),.289,B,74,Jerry Mumphrey,185
Weighter(24-27),24.405141678,Lower(0-10),0,1,Low(0-0.2),.144,R,73,Don Sutton,185
Weighter(24-27),25.064740101,Median(10-40),22,1,High(>0.28),.283,R,73,Glenn Beckert,190
Normal(19-24),23.731674383,Lower(0-10),10,1,Median(0.2-0.28),.233,R,72,Ron Davis,175
Weighter(24-27),24.370666667,High(40-180),68,1,Median(0.2-0.28),.255,R,75,Mike Shannon,195
Weighter(24-27),24.342105263,Excellent(>180),208,1,Median(0.2-0.28),.261,L,76,Jason Thompson,200
Normal(19-24),23.625288805,Lower(0-10),9,1,Median(0.2-0.28),.241,B,69,Wayne Tolleson,160
Weighter(24-27),25.675675676,Lower(0-10),0,1,No recorder(0),0,R,74,John Leister,200
Weighter(24-27),24.405141678,Lower(0-10),0,1,No recorder(0),0,R,73,Don Cooper,185
Weighter(24-27),26.443865741,High(40-180),95,1,Median(0.2-0.28),.243,L,72,Mike Jorgensen,195
Normal(19-24),22.313033128,Lower(0-10),8,1,Median(0.2-0.28),.247,R,71,Ed Romero,160
Weighter(24-27),25.328579471,Median(10-40),13,1,Median(0.2-0.28),.243,R,73,Rick Joseph,192
Normal(19-24),21.182432432,Excellent(>180),241,1,High(>0.28),.298,L,74,Cecil Cooper,165
Normal(19-24),22.496,Median(10-40),36,1,Median(0.2-0.28),.254,R,75,Bill Almon,180
Weighter(24-27),25.675675676,High(40-180),122,1,Median(0.2-0.28),.24,R,74,Joe Ferguson,200
Weighter(24-27),26.245333333,Lower(0-10),0,1,No recorder(0),0,R,75,Jeff Jones,210
Normal(19-24),23.010315414,Lower(0-10),4,1,Median(0.2-0.28),.253,R,71,Jerry Terrell,165
Weighter(24-27),24.899645809,Lower(0-10),0,1,No recorder(0),0,L,77,John Poloni,210
Weighter(24-27),25.559210526,High(40-180),62,1,Median(0.2-0.28),.265,L,76,Dave Revering,210
Normal(19-24),21.520408163,Lower(0-10),7,1,Median(0.2-0.28),.245,L,70,Curt Ford,150
Normal(19-24),23.108108108,Lower(0-10),3,1,Median(0.2-0.28),.234,R,74,Jerry Dybzinski,180
Weighter(24-27),26.317567568,Lower(0-10),0,1,No recorder(0),0,L,74,Mike Willis,205
Weighter(24-27),24.265423527,Median(10-40),13,1,Median(0.2-0.28),.224,L,71,Bob Burda,174
Weighter(24-27),25.824489796,Median(10-40),26,1,Median(0.2-0.28),.251,L,70,Jesse Gonder,180
Weighter(24-27),25.087770062,Median(10-40),24,1,Median(0.2-0.28),.243,R,72,Gary Sutherland,185
Weighter(24-27),25.520531641,Median(10-40),26,1,Median(0.2-0.28),.22,R,71,Bob Coluccio,183
Normal(19-24),23.010315414,Median(10-40),30,1,Median(0.2-0.28),.257,L,71,Dave Rader,165
Normal(19-24),23.731674383,Lower(0-10),4,1,Median(0.2-0.28),.232,R,72,Ron Gardenhire,175
Weighter(24-27),25.537551020,Lower(0-10),9,1,Median(0.2-0.28),.255,L,70,Bill Sharp,178
Normal(19-24),23.707597699,Median(10-40),19,1,Median(0.2-0.28),.27,R,71,Alan Bannister,170
Weighter(24-27),27.257523148,Excellent(>180),184,1,High(>0.28),.295,R,72,Bob Watson,201
Weighter(24-27),24.391891892,High(40-180),131,1,Median(0.2-0.28),.239,R,74,Ken Harrelson,190
Weighter(24-27),24.668981047,Median(10-40),30,1,Median(0.2-0.28),.215,R,73,Bobby Wine,187
Weighter(24-27),26.91171875,Lower(0-10),0,1,No recorder(0),0,R,80,Stefan Wever,245
Weighter(24-27),25.087770062,Median(10-40),32,1,Median(0.2-0.28),.225,R,72,John Kennedy,185
Normal(19-24),22.918016975,Lower(0-10),2,1,Median(0.2-0.28),.24,B,72,Chico Ruiz,169
Weighter(24-27),24.141302308,Lower(0-10),0,1,No recorder(0),0,R,73,Dave Johnson,183
Fat(>27),28.406938776,Median(10-40),25,1,Median(0.2-0.28),.266,L,70,Gail Hopkins,198
Normal(19-24),23.855263158,Median(10-40),20,1,Median(0.2-0.28),.201,L,76,Doug Frobel,196
Normal(19-24),22.375578704,Lower(0-10),9,1,Median(0.2-0.28),.248,R,72,Luis Melendez,165
Weighter(24-27),24.816550926,Lower(0-10),0,1,No recorder(0),0,L,72,Jerry Augustine,183
Weighter(24-27),25.064740101,Median(10-40),14,1,Low(0-0.2),.188,R,73,Bill Plummer,190
Weighter(24-27),24.391891892,Median(10-40),31,1,Median(0.2-0.28),.232,B,74,Buck Rodgers,190
Normal(19-24),23.745543254,Lower(0-10),7,1,Low(0-0.2),.169,R,73,Phil Niekro,180
Weighter(24-27),24.899645809,Lower(0-10),0,1,No recorder(0),0,L,77,Jeff Holly,210
Weighter(24-27),25.107142857,Lower(0-10),10,1,Median(0.2-0.28),.268,L,70,Tom Poquette,175
Normal(19-24),21.871111111,Lower(0-10),0,1,No recorder(0),0,R,75,Eric Hetzel,175
Normal(19-24),23.085944830,Median(10-40),12,1,Median(0.2-0.28),.254,L,73,Brian Asselstine,175
Normal(19-24),23.731674383,Median(10-40),28,1,Median(0.2-0.28),.269,L,72,Rick Miller,175
Weighter(24-27),24.389795918,High(40-180),86,1,Median(0.2-0.28),.263,R,70,Ed Charles,170
Normal(19-24),22.148708255,Lower(0-10),0,1,Median(0.2-0.28),.21,R,69,Luis Gomez,150
Fat(>27),28.601973684,Lower(0-10),0,1,No recorder(0),0,R,76,Dave Lemanczyk,235
Weighter(24-27),25.559210526,Lower(0-10),0,1,No recorder(0),0,R,76,Al Jones,210
Weighter(24-27),27.259183673,Median(10-40),38,1,Median(0.2-0.28),.244,R,70,Floyd Rayford,190
Weighter(24-27),24.843030901,Lower(0-10),0,1,No recorder(0),0,R,78,Sam Hinds,215
Normal(19-24),23.120888889,High(40-180),166,1,Median(0.2-0.28),.264,R,75,Tony Conigliaro,185
Weighter(24-27),24.306797099,Lower(0-10),0,1,No recorder(0),0,R,77,Clay Christiansen,205
Weighter(24-27),25.620444444,Lower(0-10),1,1,Low(0-0.2),.162,R,75,Jim Barr,205
Weighter(24-27),24.363579080,Lower(0-10),7,1,Median(0.2-0.28),.275,L,69,Jerry Remy,165
Normal(19-24),23.108108108,Lower(0-10),0,1,No recorder(0),0,L,74,Larry Rothschild,180
Normal(19-24),23.745543254,Median(10-40),26,1,Median(0.2-0.28),.232,R,73,Frank Duffy,180
Weighter(24-27),24.370666667,Lower(0-10),0,1,No recorder(0),0,B,75,Gary Lance,195
Weighter(24-27),24.409722222,Median(10-40),13,1,Median(0.2-0.28),.256,L,72,Tom O'Malley,180
Weighter(24-27),25.107142857,High(40-180),109,1,Median(0.2-0.28),.26,R,70,Phil Garner,175
Weighter(24-27),25.620444444,Lower(0-10),0,1,No recorder(0),0,R,75,Larry Pashnick,205
Weighter(24-27),24.389795918,Lower(0-10),0,1,No recorder(0),0,R,70,Todd Fischer,170
